NO_REGIAO,NO_UF,NO_MUNICIPIO,NO_ENTIDADE,IN_INTERNET_ALUNOS,QT_TABLET_ALUNO,IN_LABORATORIO_INFORMATICA,IN_BIBLIOTECA,IN_ALIMENTACAO,IN_REFEITORIO,IN_AGUA_POTAVEL,IN_ENERGIA_REDE_PUBLICA,IN_ESGOTO_REDE_PUBLICA,IN_BANHEIRO,IN_QUADRA_ESPORTES
Sul,Paraná,Arapongas,UEP 48 - UNIDADE DE EDUCACAO PRO E TECNOLOGICA DE ARAPONGAS- SENAC,Sim,25.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim
Sul,Paraná,Bela Vista do Paraíso,UEP 52 - UNIDADE DE EDUCACAO PRO E TECNOLOGICA DE BELA VISTA DO PARAISO- SENAC,Sim,0.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Sul,Paraná,Campo Mourão,UEP 11 - UNIDADE DE EDUCACAO PRO E TECNOLOGICA DE CAMPO MOURAO- SENAC,Sim,0.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Sul,Paraná,Cascavel,UEP 4 - UNIDADE DE EDUCACAO PRO E TECNOLOGICA DE CASCAVEL- SENAC,Sim,0.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Sul,Paraná,Castro,UEP 14 - UNIDADE DE EDUCACAO PRO E TECNOLOGICA DE CASTRO- SENAC,Sim,0.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Sul,Paraná,Cornélio Procópio,UEP 30 - UNIDADE DE EDUCACAO PRO E TECNOLOGICA DE CORNELIO PROCOPIO- SENAC,Sim,0.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Sul,Paraná,Curitiba,UEP 46 - UNIDADE DE EDUCACAO PRO E TECNOLOGICA DE CURITIBA PORTAO- SENAC,Sim,25.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Sul,Paraná,Curitiba,UEP 1 - UNIDADE DE EDUCACAO PRO E TECNOLOGICA DE CURITIBA CENTRO- SENAC,Sim,43.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Sul,Paraná,Foz do Iguaçu,UEP 6 - UNIDADE DE EDUCACAO PRO E TECNOLOGICA DE FOZ DO IGUACU- SENAC,Sim,29.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Sul,Paraná,Francisco Beltrão,UEP 16 - UNIDADE DE EDUCACAO PRO E TECNOLOGICA DE FRANCISCO BELTRAO- SENAC,Sim,0.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Sul,Paraná,Guarapuava,UEP 7 - UNIDADE DE EDUCACAO PRO E TECNOLOGICA DE GUARAPUAVA- SENAC,Sim,0.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Sul,Paraná,Irati,UEP 17 - UNIDADE DE EDUCACAO PRO E TECNOLOGICA DE IRATI- SENAC,Sim,0.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Sul,Paraná,Ivaiporã,UEP 22 - UNIDADE DE EDUCACAO PRO E TECNOLOGICA DE IVAIPORA- SENAC,Sim,31.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Sul,Paraná,Jacarezinho,UEP 19 - UNIDADE DE EDUCACAO PRO E TECNOLOGICA DE JACAREZINHO- SENAC,Sim,30.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Sul,Paraná,Londrina,UEP 2 - UNIDADE DE EDUCACAO PRO E TECNOLOGICA DE LONDRINA CENTRO- SENAC,Sim,28.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Sul,Paraná,Londrina,UEP 42 - UNIDADE DE EDUCACAO PRO E TECNOLOGICA DE LONDRINA NORTE- SENAC,Sim,0.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Sul,Paraná,Marechal Cândido Rondon,UEP 37 - UNIDADE DE EDUCACAO PRO E TECNOLOGICA DE MARECHAL CANDIDO RONDON- SENAC,Sim,0.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Sul,Paraná,Maringá,UEP 3 - UNIDADE DE EDUCACAO PRO E TECNOLOGICA DE MARINGA- SENAC,Sim,0.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Sul,Paraná,Matinhos,UEP 34 - UNIDADE DE EDUCACAO PRO E TECNOLOGICA DE MATINHOS CAIOBA- SENAC,Sim,36.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Sul,Paraná,Medianeira,UEP 36 - UNIDADE DE EDUCACAO PRO E TECNOLOGICA DE MEDIANEIRA- SENAC,Sim,0.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Sul,Paraná,Nova Londrina,UEP 47 - UNIDADE DE EDUCACAO PRO E TECNOLOGICA DE NOVA LONDRINA- SENAC,Sim,0.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Sul,Paraná,Palmas,UEP 31 - UNIDADE DE EDUCACAO PRO E TECNOLOGICA DE PALMAS- SENAC,Sim,2.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Sul,Paraná,Paranaguá,UEP 12 - UNIDADE DE EDUCACAO PRO E TECNOLOGICA DE PARANAGUA- SENAC,Sim,0.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Sul,Paraná,Paranavaí,UEP 13 - UNIDADE DE EDUCACAO PRO E TECNOLOGICA DE PARANAVAI- SENAC,Sim,0.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Sul,Paraná,Pato Branco,UEP 9 - UNIDADE DE EDUCACAO PRO E TECNOLOGICA DE PATO BRANCO- SENAC,Sim,0.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Sul,Paraná,Ponta Grossa,UEP 8 - UNIDADE DE EDUCACAO PRO E TECNOLOGICA DE PONTA GROSSA- SENAC,Sim,0.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Sul,Paraná,Ponta Grossa,UEP 50 - UNIDADE DE EDUCACAO PRO E TECNOLOGICA DE PONTA GROSSA ESTACAO SAUDADE- SENAC,Sim,0.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Sul,Paraná,Prudentópolis,UEP 28 - UNIDADE DE EDUCACAO PRO E TECNOLOGICA DE PRUDENTOPOLIS- SENAC,Sim,0.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Sul,Paraná,Rio Negro,UEP 38 - UNIDADE DE EDUCACAO PRO E TECNOLOGICA DE RIO NEGRO- SENAC,Sim,0.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Sul,Paraná,Santo Antônio da Platina,UEP 21 - UNIDADE DE EDUCACAO PRO E TECNOLOGICA DE SANTO ANTONIO DA PLATINA- SENAC,Sim,0.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Sul,Paraná,São José dos Pinhais,UEP 39 - UNIDADE DE EDUCACAO PRO E TECNOLOGICA DE SAO JOSE DOS PINHAIS- SENAC,Sim,35.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Sul,Paraná,São Mateus do Sul,UEP 29 - UNIDADE DE EDUCACAO PRO E TECNOLOGICA DE SAO MATEUS DO SUL- SENAC,Sim,0.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Sul,Paraná,Toledo,UEP 15 - UNIDADE DE EDUCACAO PRO E TECNOLOGICA DE TOLEDO- SENAC,Sim,12.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Sul,Paraná,Umuarama,UEP 10 - UNIDADE DE EDUCACAO PRO E TECNOLOGICA DE UMUARAMA- SENAC,Sim,28.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Sul,Paraná,União da Vitória,UEP 18 - UNIDADE DE EDUCACAO PRO E TECNOLOGICA DE UNIAO DA VITORIA- SENAC,Sim,0.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Sul,Santa Catarina,Araranguá,CENTRO DE EDUCACAO PROFISSIONAL SENAC ARARANGUA,Sim,0.0,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não
Sul,Santa Catarina,Blumenau,FACULDADE DE TECNOLOGIA SENAC BLUMENAU,Sim,0.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim
Sul,Santa Catarina,Brusque,CENTRO DE EDUCACAO PROFISSIONAL SENAC DE BRUSQUE,Sim,0.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Sul,Santa Catarina,Caçador,FACULDADE SENAC DE CACADOR,Sim,0.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Sul,Santa Catarina,Canoinhas,SENAC CANOINHAS,Sim,1.0,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Sul,Santa Catarina,Chapecó,FACULDADE DE TECNOLOGIA SENAC CHAPECO,Sim,0.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Sul,Santa Catarina,Concórdia,FACULDADE SENAC CONCORDIA,Sim,0.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Sul,Santa Catarina,Criciúma,FACULDADE SENAC CRICIUMA,Sim,5.0,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim
Sul,Santa Catarina,Curitibanos,SENAC SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL,Sim,0.0,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Não
Sul,Santa Catarina,Florianópolis,SENAC DE FLORIANOPOLIS,Sim,0.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Sul,Santa Catarina,Florianópolis,SENAC SAUDE E BELEZA,Sim,0.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Sul,Santa Catarina,Itajaí,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL - SENAC DE ITAJAI,Sim,0.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Sul,Santa Catarina,Joaçaba,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL - SENAC - JOACABA,Sim,0.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Sul,Santa Catarina,Joinville,SENAC DE JOINVILLE,Sim,22.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim
Sul,Santa Catarina,Lages,SENAC DE LAGES,Sim,0.0,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não
Sul,Santa Catarina,Mafra,SENAC DE MAFRA,Sim,0.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Sul,Santa Catarina,Palhoça,CENTRO DE ED PROFISSIONAL SENAC PALHOCA,Sim,10.0,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não
Sul,Santa Catarina,Porto União,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL - SENAC PORTO UNIAO,Sim,0.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Sul,Santa Catarina,Rio do Sul,SENAC,Sim,0.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Sul,Santa Catarina,São Bento do Sul,SENAC DE SAO BENTO DO SUL,Sim,0.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Sul,Santa Catarina,São Miguel do Oeste,SENAC DE SAO MIGUEL DO OESTE,Sim,0.0,Sim,Sim,Não,Não,Sim,Sim,Não,Sim,Não
Sul,Santa Catarina,Tubarão,FACULDADE DE TECNOLOGIA SENAC TUBARAO,Sim,0.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Sul,Santa Catarina,Xanxerê,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC,Sim,0.0,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Sul,Rio Grande do Sul,Bagé,SENAC BAGE,Sim,0.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Sul,Rio Grande do Sul,Cachoeira do Sul,ESC EDUC PROF SENAC CACHOEIRA DO SUL,Sim,0.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Sul,Rio Grande do Sul,Camaquã,ESC EDUC PROF SENAC CAMAQUA,Sim,10.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Sul,Rio Grande do Sul,Canoas,SENAC CANOAS,Sim,0.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Sul,Rio Grande do Sul,Carazinho,EEP SENAC CARAZINHO,Sim,10.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Sul,Rio Grande do Sul,Caxias do Sul,SENAC CAXIAS DO SUL,Sim,0.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Sul,Rio Grande do Sul,Cruz Alta,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC AR RS,Sim,0.0,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Não
Sul,Rio Grande do Sul,Erechim,SENAC - SERV NAC APREND COMERCIAL - ERECHIM,Sim,1.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Sul,Rio Grande do Sul,Farroupilha,EEP SENAC FARROUPILHA,Sim,10.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Sul,Rio Grande do Sul,Gramado,ESC EDUC PROF SENAC GRAMADO,Sim,0.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Sul,Rio Grande do Sul,Gravataí,SENAC GRAVATAI,Sim,0.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Sul,Rio Grande do Sul,Ijuí,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL - SENAC IJUI,Sim,10.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Sul,Rio Grande do Sul,Lajeado,ESC EDUC PROF SENAC - LAJEADO,Sim,10.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Sul,Rio Grande do Sul,Montenegro,EEP SENAC MONTENEGRO,Sim,12.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Sul,Rio Grande do Sul,Novo Hamburgo,SENAC NOVO HAMBURGO,Sim,0.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Sul,Rio Grande do Sul,Passo Fundo,ESCOLA DE EDUCACAO PROFISSIONAL SENAC PASSO FUNDO,Sim,0.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Sul,Rio Grande do Sul,Pelotas,CENTRO UNIVERSITARIO SENAC RS - UNISENAC CAMPUS PELOTAS,Sim,0.0,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não
Sul,Rio Grande do Sul,Pelotas,ESCOLA DE EDUCACAO PROFISSIONAL SENAC PELOTAS,Sim,0.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Sul,Rio Grande do Sul,Porto Alegre,SENAC TECH,Sim,0.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Sul,Rio Grande do Sul,Porto Alegre,EEP SENAC COMUNIDADE,Sim,0.0,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Não
Sul,Rio Grande do Sul,Porto Alegre,SENAC EAD RIO GRANDE DO SUL,Não,1.0,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Sul,Rio Grande do Sul,Porto Alegre,EEP ESCOLA DE ENSINO MEDIO SENAC DISTRITO CRIATIVO,Sim,16.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Sul,Rio Grande do Sul,Porto Alegre,SENAC SAUDE,Sim,0.0,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não
Sul,Rio Grande do Sul,Rio Grande,SENAC RIO GRANDE,Sim,0.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Sul,Rio Grande do Sul,Santa Cruz do Sul,ESCOLA DE ENSINO MEDIO E TECNICO SENAC SANTA CRUZ,Sim,0.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Sul,Rio Grande do Sul,Santa Maria,SENAC SANTA MARIA,Sim,0.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Sul,Rio Grande do Sul,Sant'Ana do Livramento,EEP SENAC SANTANA DO LIVRAMENTO,Sim,10.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Sul,Rio Grande do Sul,Santa Rosa,ESC EDUC PROF SENAC SANTA ROSA,Sim,10.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Sul,Rio Grande do Sul,Santiago,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC SANTIAGO,Sim,0.0,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Não
Sul,Rio Grande do Sul,Santo Ângelo,EEP SENAC SANTO ANGELO,Sim,17.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Sul,Rio Grande do Sul,São Borja,EEP SENAC SAO BORJA,Sim,10.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Sul,Rio Grande do Sul,São Leopoldo,EEP SENAC SAO LEOPOLDO,Sim,0.0,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim
Sul,Rio Grande do Sul,São Luiz Gonzaga,EEP SENAC SAO LUIZ GONZAGA,Sim,15.0,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Não
Sul,Rio Grande do Sul,São Sepé,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC SAO SEPE,Sim,0.0,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Não
Sul,Rio Grande do Sul,Taquara,ESC EDUC PROF SENAC TAQUARA,Sim,0.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Sul,Rio Grande do Sul,Torres,SENAC TORRES,Sim,0.0,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Não
Sul,Rio Grande do Sul,Tramandaí,ESC EDUC PROF SENAC - TRAMANDAI,Sim,0.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Sul,Rio Grande do Sul,Viamão,EEP SENAC VIAMAO,Sim,10.0,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não
Centro-Oeste,Mato Grosso do Sul,Campo Grande,CENTRO DE EDUCACAO PROFISSIONAL - SENAC CAMPO GRANDE,Sim,14.0,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Não
Centro-Oeste,Mato Grosso do Sul,Campo Grande,CENTRO DE EDUCACAO PROFISSIONAL-SENAC TURISMO E GASTRONOMIA,Sim,0.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Centro-Oeste,Mato Grosso do Sul,Corumbá,CENTRO DE EDUCACAO PROFISSIONAL - SENAC CORUMBA,Sim,0.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Centro-Oeste,Mato Grosso do Sul,Dourados,CENTRO DE EDUCACAO PROFISSIONAL - SENAC DOURADOS,Sim,0.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Centro-Oeste,Mato Grosso do Sul,Ponta Porã,SENAC PONTA PORA,Sim,0.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Centro-Oeste,Mato Grosso do Sul,Três Lagoas,CENTRO DE EDUCACAO PROFISSIONAL - SENAC TRES LAGOAS,Sim,0.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Centro-Oeste,Mato Grosso,Sinop,CEP SENAC SINOP,Sim,0.0,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Não
Centro-Oeste,Goiás,Aparecida de Goiânia,SENAC - CENTRO DE EDUCACAO PROFISSIONAL EM APARECIDA DE GOIANIA,Sim,1.0,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Não
Centro-Oeste,Goiás,Caldas Novas,SENAC - CENTRO DE EDUCACAO PROFISSIONAL VALERIA JAIME PEIXOTO PERILLO,Sim,0.0,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Não
Centro-Oeste,Goiás,Catalão,SENAC - CENTRO DE EDUCACAO PROFISSIONAL CATALAO,Sim,0.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Centro-Oeste,Goiás,Goiânia,SENAC - CENTRO EDUCACAO PROFISSIONAL CORA CORALINA,Sim,0.0,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Não
Centro-Oeste,Goiás,Goiânia,SENAC - CENTRO DE EDUCACAO PROFISSIONAL ELIAS BUFAICAL,Sim,0.0,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Não
Centro-Oeste,Goiás,Iporá,SENAC - CENTRO DE EDUCACAO PROFISSIONAL EM IPORA,Sim,0.0,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Não
Centro-Oeste,Goiás,Jataí,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL - SENAC,Sim,0.0,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Não
Centro-Oeste,Goiás,Mineiros,CENTRO DE EDUCACAO PROFISSIONAL DONA NICINHA - SENAC,Sim,0.0,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Não
Centro-Oeste,Goiás,Porangatu,SENAC CENTRO DE EDUCACAO PROFISSIONAL DE PORANGATU,Sim,0.0,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim
Centro-Oeste,Goiás,Quirinópolis,SENAC CENTRO DE EDUCACAO PROFIS ONICIO RESENDE,Sim,0.0,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Não
Centro-Oeste,Distrito Federal,Brasília,C DE EDUC PROFISSIONAL SENAC - PLANO PILOTO,Sim,0.0,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não
Centro-Oeste,Distrito Federal,Brasília,C DE EDUC PROFISSIONAL SENAC - JESSE FREIRE,Sim,1.0,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não
Centro-Oeste,Distrito Federal,Brasília,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL - SENAC JOAQUIM LOIOLA - GAMA,Sim,0.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Centro-Oeste,Distrito Federal,Brasília,CEP SENAC - TAGUATINGA,Sim,0.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Centro-Oeste,Distrito Federal,Brasília,C DE EDUC PROFISSIONAL SENAC - SOBRADINHO,Sim,0.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
